numerics/lpfeastol = 1e-08
presolving:
(round 1, fast)       61 del vars, 173 del conss, 0 add conss, 136 chg bounds, 0 chg sides, 0 chg coeffs, 12 upgd conss, 0 impls, 29 clqs
(round 2, fast)       73 del vars, 185 del conss, 0 add conss, 136 chg bounds, 0 chg sides, 0 chg coeffs, 12 upgd conss, 0 impls, 29 clqs
(round 3, exhaustive) 73 del vars, 185 del conss, 0 add conss, 136 chg bounds, 0 chg sides, 0 chg coeffs, 53 upgd conss, 0 impls, 29 clqs
   (0.0s) probing: 51/112 (45.5%) - 0 fixings, 0 aggregations, 0 implications, 0 bound changes
   (0.0s) probing aborted: 50/50 successive totally useless probings
presolving (4 rounds: 4 fast, 2 medium, 2 exhaustive):
 73 deleted vars, 185 deleted constraints, 0 added constraints, 136 tightened bounds, 0 added holes, 0 changed sides, 0 changed coefficients
 12 implications, 29 cliques
presolved problem has 152 variables (112 bin, 0 int, 0 impl, 40 cont) and 81 constraints
     12 constraints of type <soc>
     12 constraints of type <varbound>
     29 constraints of type <setppc>
     28 constraints of type <linear>
Presolving Time: 0.00
numerics/lpfeastol = 1e-08

  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
   3000 |  2588 | 20053 |   6.4 |  12M| 3.116128e+05 | 3.120734e+05 |   0.15%
   3100 |  2680 | 20540 |   6.4 |  12M| 3.116131e+05 | 3.120734e+05 |   0.15%
   3200 |  2770 | 21057 |   6.4 |  13M| 3.116132e+05 | 3.120734e+05 |   0.15%
   3300 |  2858 | 21632 |   6.3 |  13M| 3.116134e+05 | 3.120734e+05 |   0.15%
  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
*  3323 |  1502 | 21688 |   6.3 |  13M| 3.116134e+05 | 3.117977e+05 |   0.06%
   3400 |  1539 | 21950 |   6.2 |  13M| 3.116136e+05 | 3.117977e+05 |   0.06%
   3500 |  1563 | 22182 |   6.1 |  13M| 3.116136e+05 | 3.117977e+05 |   0.06%
   3600 |  1611 | 22437 |   6.0 |  13M| 3.116138e+05 | 3.117977e+05 |   0.06%
   3700 |  1649 | 22664 |   5.9 |  13M| 3.116143e+05 | 3.117977e+05 |   0.06%
   3800 |  1667 | 22875 |   5.8 |  13M| 3.116143e+05 | 3.117977e+05 |   0.06%
   3900 |  1695 | 23070 |   5.7 |  13M| 3.116149e+05 | 3.117977e+05 |   0.06%
   4000 |  1727 | 23257 |   5.6 |  13M| 3.116155e+05 | 3.117977e+05 |   0.06%
   4100 |  1765 | 23488 |   5.6 |  13M| 3.116156e+05 | 3.117977e+05 |   0.06%
   4200 |  1789 | 23683 |   5.5 |  13M| 3.116159e+05 | 3.117977e+05 |   0.06%
   4300 |  1809 | 23867 |   5.4 |  13M| 3.116159e+05 | 3.117977e+05 |   0.06%
   4400 |  1841 | 24073 |   5.3 |  13M| 3.116161e+05 | 3.117977e+05 |   0.06%
   4500 |  1875 | 24320 |   5.2 |  13M| 3.116163e+05 | 3.117977e+05 |   0.06%
   4600 |  1903 | 24535 |   5.2 |  13M| 3.116165e+05 | 3.117977e+05 |   0.06%
   4700 |  1933 | 24750 |   5.1 |  13M| 3.116166e+05 | 3.117977e+05 |   0.06%
  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
   4800 |  1967 | 24959 |   5.1 |  13M| 3.116166e+05 | 3.117977e+05 |   0.06%
   4900 |  1999 | 25163 |   5.0 |  13M| 3.116169e+05 | 3.117977e+05 |   0.06%
   5000 |  2041 | 25413 |   4.9 |  13M| 3.116171e+05 | 3.117977e+05 |   0.06%
*  5010 |  1865 | 25429 |   4.9 |  13M| 3.116171e+05 | 3.117778e+05 |   0.05%
   5100 |  1899 | 25637 |   4.9 |  13M| 3.116180e+05 | 3.117778e+05 |   0.05%
   5200 |  1923 | 25811 |   4.8 |  13M| 3.116184e+05 | 3.117778e+05 |   0.05%
   5300 |  1939 | 25995 |   4.8 |  13M| 3.116184e+05 | 3.117778e+05 |   0.05%
   5400 |  1957 | 26182 |   4.7 |  14M| 3.116185e+05 | 3.117778e+05 |   0.05%
   5500 |  1985 | 26382 |   4.7 |  14M| 3.116185e+05 | 3.117778e+05 |   0.05%
   5600 |  2003 | 26591 |   4.6 |  14M| 3.116189e+05 | 3.117778e+05 |   0.05%
   5700 |  2017 | 26776 |   4.6 |  14M| 3.116189e+05 | 3.117778e+05 |   0.05%
*  5776 |  1974 | 26911 |   4.5 |  14M| 3.116191e+05 | 3.117707e+05 |   0.05%
   5800 |  1986 | 26972 |   4.5 |  14M| 3.116191e+05 | 3.117707e+05 |   0.05%
   5900 |  1994 | 27135 |   4.5 |  14M| 3.116191e+05 | 3.117707e+05 |   0.05%
   6000 |  2010 | 27304 |   4.4 |  14M| 3.116194e+05 | 3.117707e+05 |   0.05%
  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
   6100 |  2040 | 27495 |   4.4 |  14M| 3.116195e+05 | 3.117707e+05 |   0.05%
   6200 |  2070 | 27688 |   4.3 |  14M| 3.116197e+05 | 3.117707e+05 |   0.05%
   6300 |  2076 | 27863 |   4.3 |  14M| 3.116207e+05 | 3.117707e+05 |   0.05%
   6400 |  2094 | 28033 |   4.3 |  14M| 3.116210e+05 | 3.117707e+05 |   0.05%
   6500 |  2136 | 28307 |   4.2 |  14M| 3.116218e+05 | 3.117707e+05 |   0.05%
   6600 |  2184 | 28591 |   4.2 |  15M| 3.116218e+05 | 3.117707e+05 |   0.05%
   6700 |  2194 | 28797 |   4.2 |  15M| 3.116232e+05 | 3.117707e+05 |   0.05%
   6800 |  2200 | 28947 |   4.2 |  15M| 3.116234e+05 | 3.117707e+05 |   0.05%
   6900 |  2228 | 29151 |   4.1 |  15M| 3.116234e+05 | 3.117707e+05 |   0.05%
   7000 |  2246 | 29328 |   4.1 |  15M| 3.116235e+05 | 3.117707e+05 |   0.05%
   7100 |  2262 | 29485 |   4.1 |  15M| 3.116238e+05 | 3.117707e+05 |   0.05%
   7200 |  2280 | 29651 |   4.0 |  15M| 3.116238e+05 | 3.117707e+05 |   0.05%
*  7266 |  2046 | 29751 |   4.0 |  15M| 3.116244e+05 | 3.117513e+05 |   0.04%
   7300 |  2054 | 29810 |   4.0 |  15M| 3.116244e+05 | 3.117513e+05 |   0.04%
   7400 |  2068 | 30022 |   4.0 |  15M| 3.116250e+05 | 3.117513e+05 |   0.04%
  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
   7500 |  2078 | 30206 |   3.9 |  15M| 3.116255e+05 | 3.117513e+05 |   0.04%
   7600 |  2108 | 30350 |   3.9 |  15M| 3.116257e+05 | 3.117513e+05 |   0.04%
   7700 |  2114 | 30525 |   3.9 |  15M| 3.116259e+05 | 3.117513e+05 |   0.04%
   7800 |  2118 | 30678 |   3.8 |  15M| 3.116259e+05 | 3.117513e+05 |   0.04%
   7900 |  2126 | 30839 |   3.8 |  15M| 3.116259e+05 | 3.117513e+05 |   0.04%
   8000 |  2136 | 30992 |   3.8 |  15M| 3.116268e+05 | 3.117513e+05 |   0.04%
   8100 |  2146 | 31153 |   3.8 |  15M| 3.116276e+05 | 3.117513e+05 |   0.04%
   8200 |  2140 | 31310 |   3.7 |  15M| 3.116278e+05 | 3.117513e+05 |   0.04%
   8300 |  2142 | 31470 |   3.7 |  15M| 3.116282e+05 | 3.117513e+05 |   0.04%
   8400 |  2170 | 31665 |   3.7 |  15M| 3.116286e+05 | 3.117513e+05 |   0.04%
   8500 |  2176 | 31789 |   3.7 |  15M| 3.116288e+05 | 3.117513e+05 |   0.04%
   8600 |  2192 | 31958 |   3.6 |  16M| 3.116292e+05 | 3.117513e+05 |   0.04%
   8700 |  2204 | 32165 |   3.6 |  16M| 3.116292e+05 | 3.117513e+05 |   0.04%
   8800 |  2206 | 32318 |   3.6 |  16M| 3.116294e+05 | 3.117513e+05 |   0.04%
   8900 |  2206 | 32484 |   3.6 |  16M| 3.116294e+05 | 3.117513e+05 |   0.04%
  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
   9000 |  2208 | 32637 |   3.5 |  16M| 3.116294e+05 | 3.117513e+05 |   0.04%
   9100 |  2214 | 32764 |   3.5 |  16M| 3.116294e+05 | 3.117513e+05 |   0.04%
   9200 |  2216 | 32894 |   3.5 |  16M| 3.116297e+05 | 3.117513e+05 |   0.04%
   9300 |  2220 | 33046 |   3.5 |  16M| 3.116303e+05 | 3.117513e+05 |   0.04%
   9400 |  2238 | 33209 |   3.5 |  16M| 3.116304e+05 | 3.117513e+05 |   0.04%
*  9449 |  2052 | 33270 |   3.4 |  16M| 3.116304e+05 | 3.117416e+05 |   0.04%
   9500 |  2047 | 33337 |   3.4 |  16M| 3.116304e+05 | 3.117416e+05 |   0.04%
   9600 |  2045 | 33481 |   3.4 |  16M| 3.116305e+05 | 3.117416e+05 |   0.04%
   9700 |  2035 | 33635 |   3.4 |  16M| 3.116309e+05 | 3.117416e+05 |   0.04%
   9800 |  2021 | 33781 |   3.4 |  16M| 3.116317e+05 | 3.117416e+05 |   0.04%
   9900 |  2025 | 33927 |   3.4 |  16M| 3.116318e+05 | 3.117416e+05 |   0.04%
  10000 |  2025 | 34080 |   3.3 |  16M| 3.116320e+05 | 3.117416e+05 |   0.04%
  10100 |  2019 | 34235 |   3.3 |  16M| 3.116321e+05 | 3.117416e+05 |   0.04%
  10200 |  2007 | 34363 |   3.3 |  16M| 3.116325e+05 | 3.117416e+05 |   0.04%
  10300 |  2011 | 34490 |   3.3 |  16M| 3.116329e+05 | 3.117416e+05 |   0.03%
  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
  10400 |  2011 | 34621 |   3.3 |  16M| 3.116330e+05 | 3.117416e+05 |   0.03%
  10500 |  2007 | 34754 |   3.2 |  16M| 3.116330e+05 | 3.117416e+05 |   0.03%
  10600 |  2011 | 34894 |   3.2 |  16M| 3.116330e+05 | 3.117416e+05 |   0.03%
  10700 |  1995 | 35050 |   3.2 |  16M| 3.116333e+05 | 3.117416e+05 |   0.03%
  10800 |  1995 | 35187 |   3.2 |  16M| 3.116336e+05 | 3.117416e+05 |   0.03%
  10900 |  1985 | 35317 |   3.2 |  16M| 3.116336e+05 | 3.117416e+05 |   0.03%
  11000 |  1979 | 35465 |   3.2 |  16M| 3.116337e+05 | 3.117416e+05 |   0.03%
  11100 |  1975 | 35595 |   3.1 |  16M| 3.116339e+05 | 3.117416e+05 |   0.03%
  11200 |  1987 | 35735 |   3.1 |  16M| 3.116339e+05 | 3.117416e+05 |   0.03%
  11300 |  1979 | 35892 |   3.1 |  16M| 3.116342e+05 | 3.117416e+05 |   0.03%
  11400 |  1971 | 36035 |   3.1 |  16M| 3.116344e+05 | 3.117416e+05 |   0.03%
  11500 |  1965 | 36151 |   3.1 |  16M| 3.116347e+05 | 3.117416e+05 |   0.03%
  11600 |  1953 | 36293 |   3.1 |  16M| 3.116351e+05 | 3.117416e+05 |   0.03%
  11700 |  1969 | 36411 |   3.1 |  17M| 3.116353e+05 | 3.117416e+05 |   0.03%
  11800 |  1963 | 36603 |   3.0 |  17M| 3.116359e+05 | 3.117416e+05 |   0.03%
  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
  11900 |  1943 | 36757 |   3.0 |  17M| 3.116364e+05 | 3.117416e+05 |   0.03%
  12000 |  1937 | 36931 |   3.0 |  17M| 3.116370e+05 | 3.117416e+05 |   0.03%
  12100 |  1947 | 37074 |   3.0 |  17M| 3.116373e+05 | 3.117416e+05 |   0.03%
  12200 |  1937 | 37208 |   3.0 |  17M| 3.116375e+05 | 3.117416e+05 |   0.03%
  12300 |  1919 | 37351 |   3.0 |  17M| 3.116380e+05 | 3.117416e+05 |   0.03%
  12400 |  1913 | 37488 |   3.0 |  17M| 3.116383e+05 | 3.117416e+05 |   0.03%
  12500 |  1917 | 37635 |   3.0 |  17M| 3.116387e+05 | 3.117416e+05 |   0.03%
  12600 |  1901 | 37778 |   2.9 |  17M| 3.116388e+05 | 3.117416e+05 |   0.03%
  12700 |  1905 | 37902 |   2.9 |  17M| 3.116391e+05 | 3.117416e+05 |   0.03%
  12800 |  1889 | 38024 |   2.9 |  17M| 3.116394e+05 | 3.117416e+05 |   0.03%
* 12832 |  1804 | 38069 |   2.9 |  17M| 3.116394e+05 | 3.117381e+05 |   0.03%
  12900 |  1790 | 38167 |   2.9 |  17M| 3.116400e+05 | 3.117381e+05 |   0.03%
  13000 |  1772 | 38311 |   2.9 |  17M| 3.116400e+05 | 3.117381e+05 |   0.03%
  13100 |  1762 | 38430 |   2.9 |  17M| 3.116407e+05 | 3.117381e+05 |   0.03%
  13200 |  1750 | 38579 |   2.9 |  17M| 3.116411e+05 | 3.117381e+05 |   0.03%
  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
  13300 |  1730 | 38719 |   2.9 |  17M| 3.116414e+05 | 3.117381e+05 |   0.03%
  13400 |  1726 | 38845 |   2.8 |  17M| 3.116419e+05 | 3.117381e+05 |   0.03%
  13500 |  1702 | 38982 |   2.8 |  17M| 3.116432e+05 | 3.117381e+05 |   0.03%
  13600 |  1698 | 39112 |   2.8 |  17M| 3.116438e+05 | 3.117381e+05 |   0.03%
  13700 |  1706 | 39226 |   2.8 |  17M| 3.116443e+05 | 3.117381e+05 |   0.03%
  13800 |  1708 | 39334 |   2.8 |  17M| 3.116444e+05 | 3.117381e+05 |   0.03%
  13900 |  1694 | 39457 |   2.8 |  17M| 3.116446e+05 | 3.117381e+05 |   0.03%
  14000 |  1676 | 39591 |   2.8 |  17M| 3.116446e+05 | 3.117381e+05 |   0.03%
  14100 |  1672 | 39738 |   2.8 |  17M| 3.116447e+05 | 3.117381e+05 |   0.03%
  14200 |  1648 | 39875 |   2.8 |  17M| 3.116454e+05 | 3.117381e+05 |   0.03%
* 14291 |  1486 | 40002 |   2.7 |  17M| 3.116454e+05 | 3.117300e+05 |   0.03%
  14300 |  1487 | 40011 |   2.7 |  17M| 3.116454e+05 | 3.117300e+05 |   0.03%
* 14309 |  1455 | 40024 |   2.7 |  17M| 3.116454e+05 | 3.117282e+05 |   0.03%
  14400 |  1432 | 40149 |   2.7 |  17M| 3.116470e+05 | 3.117282e+05 |   0.03%
* 14418 |  1304 | 40180 |   2.7 |  17M| 3.116470e+05 | 3.117226e+05 |   0.02%
  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
  14500 |  1298 | 40289 |   2.7 |  17M| 3.116473e+05 | 3.117226e+05 |   0.02%
  14600 |  1310 | 40416 |   2.7 |  17M| 3.116473e+05 | 3.117226e+05 |   0.02%
  14700 |  1284 | 40551 |   2.7 |  17M| 3.116480e+05 | 3.117226e+05 |   0.02%
  14800 |  1242 | 40696 |   2.7 |  17M| 3.116490e+05 | 3.117226e+05 |   0.02%
  14900 |  1206 | 40827 |   2.7 |  17M| 3.116502e+05 | 3.117226e+05 |   0.02%
  15000 |  1170 | 40962 |   2.7 |  17M| 3.116511e+05 | 3.117226e+05 |   0.02%
  15100 |  1148 | 41090 |   2.7 |  17M| 3.116513e+05 | 3.117226e+05 |   0.02%
  15200 |  1114 | 41224 |   2.7 |  17M| 3.116517e+05 | 3.117226e+05 |   0.02%
  15300 |  1114 | 41353 |   2.7 |  17M| 3.116521e+05 | 3.117226e+05 |   0.02%
  15400 |  1078 | 41508 |   2.6 |  17M| 3.116524e+05 | 3.117226e+05 |   0.02%
* 15477 |  1056 | 41608 |   2.6 |  17M| 3.116525e+05 | 3.117211e+05 |   0.02%
  15500 |  1053 | 41633 |   2.6 |  17M| 3.116525e+05 | 3.117211e+05 |   0.02%
  15600 |  1005 | 41753 |   2.6 |  17M| 3.116529e+05 | 3.117211e+05 |   0.02%
  15700 |   961 | 41889 |   2.6 |  17M| 3.116542e+05 | 3.117211e+05 |   0.02%
  15800 |   907 | 42026 |   2.6 |  17M| 3.116544e+05 | 3.117211e+05 |   0.02%
  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
  15900 |   897 | 42145 |   2.6 |  17M| 3.116548e+05 | 3.117211e+05 |   0.02%
  16000 |   877 | 42278 |   2.6 |  17M| 3.116560e+05 | 3.117211e+05 |   0.02%
  16100 |   887 | 42383 |   2.6 |  17M| 3.116563e+05 | 3.117211e+05 |   0.02%
  16200 |   891 | 42492 |   2.6 |  17M| 3.116568e+05 | 3.117211e+05 |   0.02%
  16300 |   861 | 42607 |   2.6 |  17M| 3.116570e+05 | 3.117211e+05 |   0.02%
  16400 |   825 | 42735 |   2.6 |  17M| 3.116577e+05 | 3.117211e+05 |   0.02%
  16500 |   823 | 42856 |   2.6 |  17M| 3.116583e+05 | 3.117211e+05 |   0.02%
  16600 |   785 | 42988 |   2.5 |  17M| 3.116586e+05 | 3.117211e+05 |   0.02%
  16700 |   777 | 43099 |   2.5 |  17M| 3.116593e+05 | 3.117211e+05 |   0.02%
  16800 |   741 | 43216 |   2.5 |  17M| 3.116598e+05 | 3.117211e+05 |   0.02%
  16900 |   699 | 43335 |   2.5 |  17M| 3.116603e+05 | 3.117211e+05 |   0.02%
  17000 |   671 | 43471 |   2.5 |  17M| 3.116606e+05 | 3.117211e+05 |   0.02%
  17100 |   643 | 43585 |   2.5 |  17M| 3.116613e+05 | 3.117211e+05 |   0.02%
  17200 |   613 | 43706 |   2.5 |  17M| 3.116618e+05 | 3.117211e+05 |   0.02%
  17300 |   615 | 43810 |   2.5 |  17M| 3.116625e+05 | 3.117211e+05 |   0.02%
  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
  17400 |   555 | 43930 |   2.5 |  17M| 3.116634e+05 | 3.117211e+05 |   0.02%
  17500 |   507 | 44058 |   2.5 |  17M| 3.116641e+05 | 3.117211e+05 |   0.02%
  17600 |   485 | 44190 |   2.5 |  17M| 3.116647e+05 | 3.117211e+05 |   0.02%
  17700 |   431 | 44323 |   2.5 |  17M| 3.116657e+05 | 3.117211e+05 |   0.02%
  17800 |   361 | 44453 |   2.5 |  17M| 3.116670e+05 | 3.117211e+05 |   0.02%
  17900 |   303 | 44587 |   2.5 |  17M| 3.116681e+05 | 3.117211e+05 |   0.02%
  18000 |   219 | 44704 |   2.4 |  17M| 3.116692e+05 | 3.117211e+05 |   0.02%
  18100 |   161 | 44826 |   2.4 |  17M| 3.116706e+05 | 3.117211e+05 |   0.02%
  18200 |   125 | 44945 |   2.4 |  17M| 3.116718e+05 | 3.117211e+05 |   0.02%
  18300 |   151 | 45068 |   2.4 |  17M| 3.116728e+05 | 3.117211e+05 |   0.02%
  18400 |   143 | 45172 |   2.4 |  17M| 3.116728e+05 | 3.117211e+05 |   0.02%
  18500 |   111 | 45284 |   2.4 |  17M| 3.116740e+05 | 3.117211e+05 |   0.02%
  18600 |    97 | 45394 |   2.4 |  17M| 3.116752e+05 | 3.117211e+05 |   0.01%
  18700 |    31 | 45512 |   2.4 |  17M| 3.116828e+05 | 3.117211e+05 |   0.01%

SCIP Status        : problem is solved [optimal solution found]
Solving Time (sec) : 16.29
Solving Nodes      : 18767
Primal Bound       : +3.11721132893441e+05 (42 solutions)
Dual Bound         : +3.11721132893441e+05
Gap                : 0.00 %
#SOLVERNAME# SCIP_MISOCP
#SOLVER# SCIP.SCIPSolver(("limits/gap", 1.0e-5, "numerics/feastol", 1.0e-8, "limits/time", 3600.0))
#INSTANCE# sssd-strong-25-4.cbf.gz
#TIMELIMIT# 3600.0
#STATUS# Optimal
#OBJVAL# 311721.1328934414
#OBJBOUND# 311721.1328934414
#NODECOUNT# NaN
#TIMESOLVER# 16.29
#TIMEALL# 21.05374503135681
