numerics/lpfeastol = 1e-08
feasible solution found by trivial heuristic after 0.0 seconds, objective value 0.000000e+00
presolving:
(round 1, fast)       1414 del vars, 1488 del conss, 0 add conss, 2426 chg bounds, 0 chg sides, 0 chg coeffs, 1 upgd conss, 0 impls, 0 clqs
(round 2, fast)       1425 del vars, 1488 del conss, 0 add conss, 2533 chg bounds, 0 chg sides, 0 chg coeffs, 1 upgd conss, 0 impls, 0 clqs
(round 3, exhaustive) 1425 del vars, 1489 del conss, 13 add conss, 2533 chg bounds, 0 chg sides, 0 chg coeffs, 1 upgd conss, 0 impls, 0 clqs
(round 4, fast)       1425 del vars, 1489 del conss, 13 add conss, 2545 chg bounds, 0 chg sides, 0 chg coeffs, 1 upgd conss, 0 impls, 0 clqs
(round 5, exhaustive) 1425 del vars, 1489 del conss, 13 add conss, 2545 chg bounds, 0 chg sides, 0 chg coeffs, 108 upgd conss, 0 impls, 0 clqs
   (0.0s) probing cycle finished: starting next cycle
presolving (6 rounds: 6 fast, 3 medium, 3 exhaustive):
 1425 deleted vars, 1489 deleted constraints, 13 added constraints, 2545 tightened bounds, 0 added holes, 0 changed sides, 0 changed coefficients
 563 implications, 6 cliques
presolved problem has 193 variables (64 bin, 0 int, 0 impl, 129 cont) and 139 constraints
     12 constraints of type <soc>
    107 constraints of type <varbound>
     11 constraints of type <linear>
      9 constraints of type <quadratic>
transformed objective value is always integral (scale: 1)
Presolving Time: 0.02
numerics/lpfeastol = 1e-08

  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
   6900 |  4481 |282270 |  40.8 |  78M|-3.111069e+04 |-2.919800e+04 |   6.55%
   7000 |  4529 |285273 |  40.7 |  81M|-3.110508e+04 |-2.919800e+04 |   6.53%
  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
   7100 |  4595 |288395 |  40.5 |  81M|-3.110162e+04 |-2.919800e+04 |   6.52%
   7200 |  4659 |294228 |  40.8 |  81M|-3.108247e+04 |-2.919800e+04 |   6.45%
   7300 |  4711 |298347 |  40.8 |  83M|-3.108154e+04 |-2.919800e+04 |   6.45%
   7400 |  4759 |301695 |  40.7 |  84M|-3.107617e+04 |-2.919800e+04 |   6.43%
   7500 |  4833 |304460 |  40.5 |  84M|-3.106987e+04 |-2.919800e+04 |   6.41%
   7600 |  4885 |308215 |  40.5 |  85M|-3.106359e+04 |-2.919800e+04 |   6.39%
N  7610 |  4813 |308543 |  40.5 |  85M|-3.105799e+04 |-2.923500e+04 |   6.24%
   7700 |  4867 |311513 |  40.4 |  85M|-3.105681e+04 |-2.923500e+04 |   6.23%
   7800 |  4911 |314322 |  40.2 |  85M|-3.105681e+04 |-2.923500e+04 |   6.23%
   7900 |  4975 |317453 |  40.1 |  85M|-3.105538e+04 |-2.923500e+04 |   6.23%
   8000 |  5031 |320195 |  39.9 |  86M|-3.105103e+04 |-2.923500e+04 |   6.21%
   8100 |  5083 |323146 |  39.8 |  87M|-3.104782e+04 |-2.923500e+04 |   6.20%
   8200 |  5141 |326514 |  39.7 |  87M|-3.104334e+04 |-2.923500e+04 |   6.19%
   8300 |  5205 |331698 |  39.9 |  89M|-3.102744e+04 |-2.923500e+04 |   6.13%
   8400 |  5263 |334864 |  39.8 |  89M|-3.102744e+04 |-2.923500e+04 |   6.13%
  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
   8500 |  5307 |338585 |  39.8 |  90M|-3.102398e+04 |-2.923500e+04 |   6.12%
   8600 |  5361 |341287 |  39.6 |  93M|-3.102398e+04 |-2.923500e+04 |   6.12%
   8700 |  5413 |344778 |  39.6 |  93M|-3.101910e+04 |-2.923500e+04 |   6.10%
   8800 |  5473 |349895 |  39.7 |  94M|-3.101176e+04 |-2.923500e+04 |   6.08%
   8900 |  5523 |352466 |  39.5 |  95M|-3.101029e+04 |-2.923500e+04 |   6.07%
   9000 |  5575 |355672 |  39.4 |  95M|-3.099806e+04 |-2.923500e+04 |   6.03%
C  9010 |  4792 |356170 |  39.5 |  95M|-3.099806e+04 |-2.948900e+04 |   5.12%
   9100 |  4832 |358818 |  39.4 |  95M|-3.099806e+04 |-2.948900e+04 |   5.12%
   9200 |  4852 |361688 |  39.2 |  95M|-3.099207e+04 |-2.948900e+04 |   5.10%
   9300 |  4876 |364684 |  39.1 |  95M|-3.098827e+04 |-2.948900e+04 |   5.08%
   9400 |  4908 |367261 |  39.0 |  95M|-3.098561e+04 |-2.948900e+04 |   5.08%
   9500 |  4943 |369214 |  38.8 |  95M|-3.098561e+04 |-2.948900e+04 |   5.08%
   9600 |  4979 |372375 |  38.7 |  95M|-3.098390e+04 |-2.948900e+04 |   5.07%
   9700 |  5004 |374846 |  38.6 |  95M|-3.098319e+04 |-2.948900e+04 |   5.07%
   9800 |  5046 |377195 |  38.4 |  95M|-3.098264e+04 |-2.948900e+04 |   5.07%
  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
   9900 |  5089 |378810 |  38.2 |  95M|-3.098264e+04 |-2.948900e+04 |   5.07%
  10000 |  5133 |381422 |  38.1 |  95M|-3.098070e+04 |-2.948900e+04 |   5.06%
  10100 |  5163 |383395 |  37.9 |  95M|-3.097863e+04 |-2.948900e+04 |   5.05%
  10200 |  5205 |385783 |  37.8 |  95M|-3.097185e+04 |-2.948900e+04 |   5.03%
  10300 |  5237 |389258 |  37.7 |  96M|-3.095880e+04 |-2.948900e+04 |   4.98%
  10400 |  5278 |392805 |  37.7 |  96M|-3.095880e+04 |-2.948900e+04 |   4.98%
  10500 |  5292 |394330 |  37.5 |  96M|-3.095769e+04 |-2.948900e+04 |   4.98%
  10600 |  5328 |397393 |  37.4 |  97M|-3.095250e+04 |-2.948900e+04 |   4.96%
  10700 |  5358 |401075 |  37.4 |  97M|-3.094431e+04 |-2.948900e+04 |   4.94%
  10800 |  5402 |403696 |  37.3 |  97M|-3.094106e+04 |-2.948900e+04 |   4.92%
  10900 |  5430 |406797 |  37.3 |  99M|-3.094106e+04 |-2.948900e+04 |   4.92%
  11000 |  5462 |409303 |  37.2 |  99M|-3.093953e+04 |-2.948900e+04 |   4.92%
  11100 |  5496 |412848 |  37.1 |  99M|-3.092972e+04 |-2.948900e+04 |   4.89%
  11200 |  5522 |416272 |  37.1 |  99M|-3.092715e+04 |-2.948900e+04 |   4.88%
  11300 |  5576 |419874 |  37.1 |  99M|-3.092157e+04 |-2.948900e+04 |   4.86%
  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
  11400 |  5614 |423191 |  37.1 | 100M|-3.091696e+04 |-2.948900e+04 |   4.84%
  11500 |  5642 |426466 |  37.0 | 100M|-3.091358e+04 |-2.948900e+04 |   4.83%
  11600 |  5665 |429999 |  37.0 | 101M|-3.090925e+04 |-2.948900e+04 |   4.82%
  11700 |  5703 |433866 |  37.0 | 102M|-3.089482e+04 |-2.948900e+04 |   4.77%
  11800 |  5745 |436831 |  37.0 | 105M|-3.089241e+04 |-2.948900e+04 |   4.76%
  11900 |  5773 |439245 |  36.9 | 105M|-3.089234e+04 |-2.948900e+04 |   4.76%
  12000 |  5808 |442837 |  36.9 | 106M|-3.089137e+04 |-2.948900e+04 |   4.76%
  12100 |  5830 |445156 |  36.7 | 106M|-3.089109e+04 |-2.948900e+04 |   4.75%
  12200 |  5882 |448311 |  36.7 | 108M|-3.089097e+04 |-2.948900e+04 |   4.75%
  12300 |  5922 |450965 |  36.6 | 110M|-3.088689e+04 |-2.948900e+04 |   4.74%
  12400 |  5950 |453548 |  36.5 | 110M|-3.088205e+04 |-2.948900e+04 |   4.72%
  12500 |  5972 |456096 |  36.4 | 110M|-3.088026e+04 |-2.948900e+04 |   4.72%
  12600 |  5994 |458626 |  36.3 | 111M|-3.087814e+04 |-2.948900e+04 |   4.71%
  12700 |  6034 |461792 |  36.3 | 111M|-3.087547e+04 |-2.948900e+04 |   4.70%
  12800 |  6066 |465022 |  36.3 | 112M|-3.087119e+04 |-2.948900e+04 |   4.69%
  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
  12900 |  6094 |467961 |  36.2 | 112M|-3.086574e+04 |-2.948900e+04 |   4.67%
  13000 |  6124 |470795 |  36.2 | 112M|-3.086574e+04 |-2.948900e+04 |   4.67%
  13100 |  6149 |473099 |  36.1 | 112M|-3.086014e+04 |-2.948900e+04 |   4.65%
  13200 |  6190 |475783 |  36.0 | 112M|-3.085487e+04 |-2.948900e+04 |   4.63%
  13300 |  6218 |478195 |  35.9 | 113M|-3.085487e+04 |-2.948900e+04 |   4.63%
  13400 |  6243 |481083 |  35.9 | 113M|-3.085080e+04 |-2.948900e+04 |   4.62%
  13500 |  6283 |483886 |  35.8 | 115M|-3.084901e+04 |-2.948900e+04 |   4.61%
  13600 |  6302 |485854 |  35.7 | 115M|-3.084790e+04 |-2.948900e+04 |   4.61%
  13700 |  6332 |488961 |  35.6 | 115M|-3.084790e+04 |-2.948900e+04 |   4.61%
  13800 |  6356 |490753 |  35.5 | 116M|-3.084392e+04 |-2.948900e+04 |   4.59%
  13900 |  6384 |492508 |  35.4 | 116M|-3.084392e+04 |-2.948900e+04 |   4.59%
  14000 |  6412 |495922 |  35.4 | 117M|-3.083981e+04 |-2.948900e+04 |   4.58%
  14100 |  6437 |499455 |  35.4 | 117M|-3.083453e+04 |-2.948900e+04 |   4.56%
  14200 |  6475 |502681 |  35.4 | 118M|-3.083259e+04 |-2.948900e+04 |   4.56%
  14300 |  6522 |505687 |  35.3 | 118M|-3.082800e+04 |-2.948900e+04 |   4.54%
  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
  14400 |  6578 |508579 |  35.3 | 119M|-3.082638e+04 |-2.948900e+04 |   4.54%
  14500 |  6602 |510579 |  35.2 | 120M|-3.082497e+04 |-2.948900e+04 |   4.53%
  14600 |  6617 |513477 |  35.1 | 120M|-3.082284e+04 |-2.948900e+04 |   4.52%
  14700 |  6638 |515642 |  35.0 | 121M|-3.082284e+04 |-2.948900e+04 |   4.52%
  14800 |  6651 |517932 |  35.0 | 121M|-3.082274e+04 |-2.948900e+04 |   4.52%
  14900 |  6674 |520947 |  34.9 | 121M|-3.082148e+04 |-2.948900e+04 |   4.52%
  15000 |  6695 |523592 |  34.9 | 122M|-3.081724e+04 |-2.948900e+04 |   4.50%
  15100 |  6723 |525835 |  34.8 | 122M|-3.081720e+04 |-2.948900e+04 |   4.50%
  15200 |  6751 |527841 |  34.7 | 122M|-3.081686e+04 |-2.948900e+04 |   4.50%
  15300 |  6779 |530511 |  34.6 | 123M|-3.081133e+04 |-2.948900e+04 |   4.48%
  15400 |  6815 |533759 |  34.6 | 125M|-3.081095e+04 |-2.948900e+04 |   4.48%
  15500 |  6829 |536345 |  34.6 | 126M|-3.080632e+04 |-2.948900e+04 |   4.47%
  15600 |  6856 |539351 |  34.5 | 127M|-3.080332e+04 |-2.948900e+04 |   4.46%
  15700 |  6878 |542952 |  34.5 | 127M|-3.080131e+04 |-2.948900e+04 |   4.45%
  15800 |  6905 |545117 |  34.5 | 127M|-3.079965e+04 |-2.948900e+04 |   4.44%
  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
  15900 |  6941 |547737 |  34.4 | 127M|-3.079808e+04 |-2.948900e+04 |   4.44%
  16000 |  6953 |550152 |  34.3 | 127M|-3.079600e+04 |-2.948900e+04 |   4.43%
  16100 |  6983 |552763 |  34.3 | 127M|-3.079325e+04 |-2.948900e+04 |   4.42%
  16200 |  7017 |556326 |  34.3 | 128M|-3.079138e+04 |-2.948900e+04 |   4.42%
  16300 |  7051 |559230 |  34.3 | 128M|-3.078462e+04 |-2.948900e+04 |   4.39%
  16400 |  7077 |561916 |  34.2 | 130M|-3.078449e+04 |-2.948900e+04 |   4.39%
  16500 |  7097 |564321 |  34.2 | 130M|-3.078348e+04 |-2.948900e+04 |   4.39%
  16600 |  7141 |567979 |  34.2 | 130M|-3.078230e+04 |-2.948900e+04 |   4.39%
  16700 |  7173 |570143 |  34.1 | 130M|-3.078185e+04 |-2.948900e+04 |   4.38%
  16800 |  7195 |573452 |  34.1 | 131M|-3.077793e+04 |-2.948900e+04 |   4.37%
  16900 |  7231 |576103 |  34.1 | 131M|-3.077627e+04 |-2.948900e+04 |   4.37%
  17000 |  7255 |579494 |  34.1 | 131M|-3.076873e+04 |-2.948900e+04 |   4.34%
  17100 |  7283 |582479 |  34.0 | 134M|-3.076515e+04 |-2.948900e+04 |   4.33%
  17200 |  7298 |585061 |  34.0 | 134M|-3.076230e+04 |-2.948900e+04 |   4.32%
  17300 |  7327 |587677 |  33.9 | 135M|-3.076130e+04 |-2.948900e+04 |   4.31%
  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
  17400 |  7350 |590271 |  33.9 | 135M|-3.075961e+04 |-2.948900e+04 |   4.31%
  17500 |  7379 |593320 |  33.9 | 136M|-3.075383e+04 |-2.948900e+04 |   4.29%
  17600 |  7403 |596504 |  33.9 | 138M|-3.075206e+04 |-2.948900e+04 |   4.28%
  17700 |  7419 |598736 |  33.8 | 138M|-3.075206e+04 |-2.948900e+04 |   4.28%
  17800 |  7443 |600570 |  33.7 | 138M|-3.075178e+04 |-2.948900e+04 |   4.28%
  17900 |  7479 |602799 |  33.6 | 139M|-3.074916e+04 |-2.948900e+04 |   4.27%
  18000 |  7487 |605197 |  33.6 | 140M|-3.074675e+04 |-2.948900e+04 |   4.27%
  18100 |  7511 |608199 |  33.6 | 140M|-3.074284e+04 |-2.948900e+04 |   4.25%
  18200 |  7551 |611030 |  33.5 | 142M|-3.074007e+04 |-2.948900e+04 |   4.24%
  18300 |  7569 |613933 |  33.5 | 143M|-3.073958e+04 |-2.948900e+04 |   4.24%
  18400 |  7599 |617693 |  33.5 | 144M|-3.073639e+04 |-2.948900e+04 |   4.23%
  18500 |  7622 |619801 |  33.5 | 144M|-3.073593e+04 |-2.948900e+04 |   4.23%
  18600 |  7638 |622379 |  33.4 | 144M|-3.073549e+04 |-2.948900e+04 |   4.23%
  18700 |  7654 |624976 |  33.4 | 144M|-3.073479e+04 |-2.948900e+04 |   4.22%
  18800 |  7668 |627978 |  33.4 | 146M|-3.073395e+04 |-2.948900e+04 |   4.22%
  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
  18900 |  7692 |630480 |  33.3 | 146M|-3.073307e+04 |-2.948900e+04 |   4.22%
  19000 |  7712 |632250 |  33.2 | 147M|-3.073307e+04 |-2.948900e+04 |   4.22%
  19100 |  7754 |636534 |  33.3 | 147M|-3.073001e+04 |-2.948900e+04 |   4.21%
  19200 |  7784 |639899 |  33.3 | 148M|-3.072985e+04 |-2.948900e+04 |   4.21%
  19300 |  7808 |642635 |  33.3 | 148M|-3.072981e+04 |-2.948900e+04 |   4.21%
  19400 |  7832 |644457 |  33.2 | 148M|-3.072981e+04 |-2.948900e+04 |   4.21%
  19500 |  7865 |647936 |  33.2 | 148M|-3.072651e+04 |-2.948900e+04 |   4.20%
  19600 |  7899 |649977 |  33.1 | 149M|-3.072622e+04 |-2.948900e+04 |   4.20%
  19700 |  7919 |652832 |  33.1 | 149M|-3.072437e+04 |-2.948900e+04 |   4.19%
  19800 |  7929 |655026 |  33.0 | 149M|-3.072437e+04 |-2.948900e+04 |   4.19%
  19900 |  7945 |657439 |  33.0 | 149M|-3.072378e+04 |-2.948900e+04 |   4.19%
  20000 |  7958 |659289 |  32.9 | 149M|-3.072083e+04 |-2.948900e+04 |   4.18%
  20100 |  7976 |661681 |  32.9 | 149M|-3.072001e+04 |-2.948900e+04 |   4.17%
  20200 |  8004 |665183 |  32.9 | 150M|-3.071936e+04 |-2.948900e+04 |   4.17%
